,address,city,country,currency,cusip,description,employeeTotal,exchange,finnhubIndustry,ggroup,gind,gsector,gsubind,ipo,isin,logo,marketCapitalization,naics,naicsNationalIndustry,naicsSector,naicsSubsector,name,phone,sedol,shareOutstanding,state,ticker,weburl
0,1 Amgen Center Dr,Thousand Oaks,US,USD,031162100,"Amgen, Inc. is a biotechnology company, which engages in the discovery, development, manufacture and marketing of human therapeutics. The company is headquartered in Thousand Oaks, California and currently employs 21,500 full-time employees. The firm discovers, develops, manufactures and delivers various human therapeutics. The company operates in human therapeutics segment. Its marketed products portfolio includes Neulasta (pegfilgrastim); erythropoiesis-stimulating agents (ESAs), such as Aranesp (darbepoetin alfa) and EPOGEN (epoetin alfa); Sensipar/Mimpara (cinacalcet); XGEVA (denosumab); Prolia (denosumab); NEUPOGEN (filgrastim), and other marketed products, such as KYPROLIS (carfilzomib), Vectibix (panitumumab), Nplate (romiplostim), Repatha (evolocumab), BLINCYTO (blinatumomab), IMLYGIC (talimogene laherparepvec) and Corlanor (ivabradine). The company focuses on human therapeutics for the treatment of serious illness in the areas of oncology/hematology, cardiovascular disease and neuroscience. Its product candidates in Phase III include Erenumab for episodic migraine, Aranesp for myelodysplastic syndromes, BLINCYTO for acute lymphoblastic leukemia and IMLYGIC for metastatic melanoma.",23400,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,1987-05-01,US0311621009,,145486.3,Scientific Research and Development Services,Research and Development in Biotechnology,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Amgen Inc,18054471000,2023607,585.693775,CALIFORNIA,AMGN,http://www.amgen.com
0,,Shanghai,CN,CNY,722304102,"Pinduoduo, Inc. operates as a holding company, which engages in the development and management of an e-commerce platform. The company is headquartered in Shanghai, Shanghai and currently employs 3,683 full-time employees. The company offers Pinduoduo, a mobile e-commerce platform. The Company’s platform provides value-for-money merchandise and interactive shopping options. The platform is built to resemble a virtual bazaar of a broad spectrum of products. The company offers both individual and team purchase options. The company offers a suite of product categories that include apparel, shoes, bags, childcare products, food and beverage, fresh produce, electronic appliances, furniture, household goods, cosmetics, sports and fitness goods, and auto accessories. The platform provides a range of online payment options that include Weixin Pay, QQ Wallet, Alipay and Apple Pay.",5828,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,2018-07-26,US7223041028,,99017.38,Electronic Shopping and Mail-Order Houses,Electronic Shopping,Retail Trade,Nonstore Retailers,Pinduoduo Inc,862152661300,BYVW0F7,3272.073947,SHANGHAI,PDD,https://www.pinduoduo.com/
0,2355 W CHANDLER BLVD,Chandler,US,USD,595017104,"Microchip Technology, Inc. engages in the provision of semiconductor products. The company is headquartered in Chandler, Arizona and currently employs 18,286 full-time employees. The firm operates through two segments: semiconductor products and technology licensing. In the semiconductor products segment, the Company designs, develops, manufactures and markets microcontrollers, development tools and analog, interface, mixed signal and timing products. Its functional activities include sales, marketing, manufacturing, information technology, human resources, legal and finance. Its product portfolio comprises general purpose and specialized 8-bit, 16-bit, and 32-bit microcontrollers, a spectrum of linear, mixed-signal, power management, thermal management, radio frequency (RF), timing, safety, security, wired connectivity and wireless connectivity devices, as well as serial electrically erasable programmable read-only memories (EEPROMs) and serial flash memories.",18000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1993-03-19,US5950171042,https://static.finnhub.io/logo/35e836b8-80e0-11ea-855a-00000000092a.png,27302.63,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Microchip Technology Inc,14807927200,2592174,252.451515,ARIZONA,MCHP,http://www.microchip.com
0,10400 Fernwood Rd,Bethesda,US,USD,571903202,"Marriott International, Inc. engages in the operation and franchise of hotel, residential, and timeshare properties. The company is headquartered in Bethesda, Maryland and currently employs 176,000 full-time employees. Marriott International operates in three business segments: North American Full-Service, North American Limited-Service and International. Its North American Full-Service segment includes its Luxury and Premium brands (JW Marriott, Marriott Hotels, Westin, Renaissance Hotels, Le Meridien, Autograph Collection Hotels, Delta Hotels, Gaylord Hotels, and Tribute Portfolio) located in the United States and Canada. Its North American Limited-Service segment includes Select brands (Courtyard, Residence Inn, Fairfield Inn & Suites, SpringHill Suites, Element Hotels and Moxy Hotels) located in the United States and Canada. Its International segment includes JW Marriott, St. Regis, EDITION, Bulgari Hotels & Resorts, Marriott Hotels, Westin, Four Points, Aloft Hotels, AC Hotels by Marriott, Protea Hotels, Element Hotels, and Moxy Hotels located outside the United States and Canada.",174000,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1998-03-23,US5719032022,https://static.finnhub.io/logo/1f7dc93a-80ec-11ea-a5dc-00000000092a.png,33994.71,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,Accommodation and Food Services,Accommodation,Marriott International Inc,13013803000,2210614,324.315074,MARYLAND,MAR,https://www.marriott.com/
0,500 Volvo Pkwy,Chesapeake,US,USD,256746108,"Dollar Tree, Inc. owns and operates discount variety stores offering merchandise at the fixed prices. The company is headquartered in Chesapeake, Virginia and currently employs 57,200 full-time employees. As of January 28, 2017, the Company operated 14,334 stores in 48 states and the District of Columbia, and five Canadian provinces. Its segments include Dollar Tree and Family Dollar. The Dollar Tree segment is the operator of discount variety stores offering merchandise at a fixed price. The Family Dollar segment operates a chain of general merchandise retail discount stores providing consumers with a selection of merchandise in neighborhood stores. Its stores operate under the names of Dollar Tree, Family Dollar and Dollar Tree Canada. As of January 28, 2017, the Dollar Tree segment included 6,360 stores operating under the Dollar Tree and Dollar Tree Canada brands, 11 distribution centers in the United States and two in Canada and a Store Support Center in Chesapeake, Virginia, and 11 distribution centers and a Store Support Center in Matthews, North Carolina under the Family Dollar brand.",56900,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Multiline Retail,Consumer Discretionary,General Merchandise Stores,1995-03-06,US2567461080,https://static.finnhub.io/logo/d277a94a-80df-11ea-8f0a-00000000092a.png,21649.58,Department Stores,Discount Department Stores,Retail Trade,General Merchandise Stores,Dollar Tree Inc,17573215000,2272476,237.307698,VIRGINIA,DLTR,https://www.dollartree.com/
0,6340 Sequence Dr,San Diego,US,USD,252131107,"DexCom, Inc. is a medical device manufacturing company. The company is headquartered in San Diego, California and currently employs 2,800 full-time employees. The firm is focused on the design, development and commercialization of continuous glucose monitoring (CGM) systems for ambulatory use by people with diabetes and for use by healthcare providers. The firm's products consist of DexCom G4 PLATINUM and DexCom G5 Mobile. The firm is commercializing its fifth generation CGM system. The firm's markets DexCom G4 PLATINUM under a Conformite Europeenne Marking (CE Mark), in the European Union, Australia, New Zealand and the countries in Asia and Latin America, and in the United States with approval from the United States Food and Drug Administration (FDA). The DexCom G4 PLATINUM with Share remote monitoring system uses a wireless connection between a patient's receiver and an application on the patient's iPhone, iPod touch, or iPad to transmit glucose information to applications on the mobile devices of designated recipients (followers).",3900,NASDAQ NMS - GLOBAL MARKET,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,2005-04-14,US2521311074,https://static.finnhub.io/logo/fb3c517a-80df-11ea-a0a0-00000000092a.png,38128.38,Medical Equipment and Supplies Manufacturing,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,DexCom Inc,18582000200,B0796X4,95.742207,CALIFORNIA,DXCM,http://www.dexcom.com
0,1 Monster Way,Corona,US,USD,61174X109,"Monster Beverage Corp. is a holding company, which engages in the development, marketing, sale and distribution of energy drink beverages and concentrates. The company is headquartered in Corona, California and currently employs 3,142 full-time employees. The firm has three segments: Monster Energy Drinks segment, which consists of its Monster Energy drinks, as well as Mutant Super Soda drinks; Strategic Brands segment, which includes various energy drink brands owned through The Coca-Cola Company (TCCC), and Other segment (Other), which includes the American Fruits & Flavors (AFF) third-party products. The Strategic Brands segment sells concentrates and/or beverage bases to authorized bottling and canning operations.",3529,NASDAQ NMS - GLOBAL MARKET,Beverages,"Food, Beverage & Tobacco",Beverages,Consumer Staples,Soft Drinks,1985-12-09,US61174X1090,https://static.finnhub.io/logo/18126d0c-80e0-11ea-a414-00000000092a.png,43388.91,Beverage Manufacturing,Soft Drink Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,Monster Beverage Corp,19517396200,BZ07BW4,527.396445,CALIFORNIA,MNST,http://monsterbevcorp.com/
0,21823 30th Dr SE,Bothell,US,USD,812578102,"Seattle Genetics, Inc. is a biotechnology company, which engages in the development and commercialization of antibody-based therapies for the treatment of cancer. The company is headquartered in Bothell, Washington and currently employs 1,302 full-time employees. The firm is engaged in the development and sale of pharmaceutical products on its own behalf or in collaboration with others. The firm's marketed product ADCETRIS, or brentuximab vedotin, is an antibody-drug conjugate (ADC). In addition to ADCETRIS, the Company's pipeline includes other clinical-stage ADC programs, such as ASG-22ME, SGN-LIV1A, SGN-CD19A, SGN-CD19B, SGN-CD123A, SGN-352A, and ASG-15ME, as well as two immuno-oncology agents, SEA-CD40, which is based on its sugar-engineered antibody (SEA) technology, and SGN-2FF, which is a small molecule. The company also has multiple preclinical and research-stage programs that employ its technologies, including SGN-CD48A and a preclinical ADC. ADCETRIS is an ADC comprising an anti-CD30 monoclonal antibody attached by a protease-cleavable linker to a microtubule disrupting agent.",1605,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,2001-03-07,US8125781026,https://static.finnhub.io/logo/90ba684c-80e0-11ea-a290-00000000092a.png,25962.04,Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Seattle Genetics Inc,14255274000,2738127,173.99662,WASHINGTON,SGEN,http://www.seattlegenetics.com/
0,1 Microsoft Way,Redmond,US,USD,594918104,"Microsoft Corp. engages in the development and support of software, services, devices, and solutions. The company is headquartered in Redmond, Washington and currently employs 144,000 full-time employees. The firm develops, licenses, and supports a range of software products, services and devices. The firm's segments include Productivity and Business Processes, Intelligent Cloud and More Personal Computing. The firm's products include operating systems; cross-device productivity applications; server applications; business solution applications; desktop and server management tools; software development tools; video games, and training and certification of computer system integrators and developers. The company also designs, manufactures, and sells devices, including personal computers (PCs), tablets, gaming and entertainment consoles, phones, other intelligent devices, and related accessories, that integrate with its cloud-based offerings. The company offers an array of services, including cloud-based solutions that provide customers with software, services, platforms, and content, and it provides solution support and consulting services.",144000,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Systems Software,1986-03-13,US5949181045,,1621370.0,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Microsoft Corp,14258828080,2588173,7567.652935,WASHINGTON,MSFT,https://www.microsoft.com/en-us
0,5200 Illumina Way,San Diego,US,USD,452327109,"Illumina, Inc. engages in the development, manufacturing, and marketing of life science tools and integrated systems for large-scale analysis of genetic variation and function. The company is headquartered in San Diego, California and currently employs 7,300 full-time employees. The firm operates through two segments: Core Illumina and the consolidated variable interest entities (VIEs), which include the activities of GRAIL, Inc. (GRAIL) and Helix Holdings I, LLC (Helix). Core Illumina consists of its core operations. Core Illumina's products and services serve customers in the research, clinical and applied markets, and enable the adoption of a range of genomic solutions. The firm's portfolio of integrated systems, consumables and analysis tools addresses the range of genomic complexity, price points, and throughput, enabling customers to select the solution for their research or clinical challenge. The firm provides reproductive-health solutions, including noninvasive prenatal testing (NIPT), preimplantation genetic screening and diagnosis, and neonatal and genetic health testing.",7700,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Health Care,Life Sciences Tools & Services,2000-07-28,US4523271090,https://static.finnhub.io/logo/6eb6c240-80e0-11ea-a57e-00000000092a.png,49988.94,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Illumina Inc,18582024500,2613990,146.0,CALIFORNIA,ILMN,https://www.illumina.com
0,12920 SE 38th St,Bellevue,US,USD,872590104,"T-Mobile US, Inc. engages in the provision of wireless communications services under the T-Mobile and MetroPCS brands. The company is headquartered in Bellevue, Washington and currently employs 52,000 full-time employees. As of December 31, 2016, the Company provided wireless communications services, including voice, messaging and data, to over 71 million customers in the postpaid, prepaid and wholesale markets. The company provides services, devices and accessories across its brands, T-Mobile and MetroPCS. The company provides wireless communication services through a range of service plan options. The firm offers a device trade-in program, Just Upgrade My Phone (JUMP! ), which provides customers a specified-price trade-in right to upgrade their device. The company offers a range of wireless devices, including handsets, tablets and other mobile communication devices, and accessories for sale, as well as financing through equipment installment plans (EIPs) and leasing through JUMP On Demand. The Company, through Layer3 TV provides television services that works on any device with an internet connection.",53000,NASDAQ NMS - GLOBAL MARKET,Telecommunication,Telecommunication Services,Wireless Telecommunication Services,Communication Services,Wireless Telecommunication Services,2007-04-18,US8725901040,https://static.finnhub.io/logo/4ffaa8b8-80ec-11ea-94ca-00000000092a.png,141469.2,Wireless Telecommunications Carriers (except Satellite),Wireless Telecommunications Carriers (except Satellite),Information,Telecommunications,T-Mobile US Inc,18003189270,B94Q9V0,1237.808926,WASHINGTON,TMUS,https://www.t-mobile.com/
0,5601 Great Oaks Pkwy,San Jose,US,USD,958102105,"Western Digital Corp. engages in the development, manufacture, market and sale of data storage devices and solutions. The company is headquartered in San Jose, California and currently employs 61,800 full-time employees. The firm's portfolio of offerings addresses three categories: Datacenter Devices and Solutions (capacity and performance enterprise hard disk drives (HDDs), enterprise solid state drives (SSDs), datacenter software and system solutions); Client Devices (mobile, desktop, gaming and digital video hard drives, client SSDs, embedded products and wafers), and Client Solutions (removable products, hard drive content solutions and flash content solutions). The firm develops and manufactures a portion of the recording heads and magnetic media used in its hard drive products.",61800,NASDAQ NMS - GLOBAL MARKET,Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",Information Technology,"Technology Hardware, Storage & Peripherals",1991-01-31,US9581021055,,11544.38,Computer and Peripheral Equipment Manufacturing,Computer Storage Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Western Digital Corp,19496727000,2954699,302.525787,CALIFORNIA,WDC,https://www.westerndigital.com/
0,5 Shlomo Kaplan Street,TEL AVIV-YAFO,IL,USD,M22465104,"Check Point Software Technologies Ltd. engages in the development and market of software and hardware solutions for information technology security. The firm's products and services are sold to enterprises, service providers, small and medium sized businesses and consumers. The company offers enterprises a platform to deploy independent, modular and interoperable security applications (Software Blades), such as firewall, virtual private network (VPN), intrusion prevention system (IPS), Application Control, Anti-Bot, antivirus, data loss prevention (DLP), policy management, event analysis or multi-domain management. The firm offers Software Blades grouped into functional packages to address specific security issues. The company has product offerings under these packages, which include Next Generation Firewall, Next Generation Threat Prevention, Next Generation Secure Web Gateway and Next Generation Data Protection.",5258,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Systems Software,1996-06-28,IL0010824113,https://static.finnhub.io/logo/b9d95af6-826a-11ea-93e3-00000000092a.png,16821.21,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Check Point Software Technologies Ltd,97237534555,2181334,140.200092,,CHKP,https://www.checkpoint.com
0,270 Brannan St,San Francisco,US,USD,848637104,"Splunk, Inc. engages in the development and marketing of software solutions. The company is headquartered in San Francisco, California and currently employs 4,400 full-time employees. The firm's offerings enable users to collect, index, search, explore, monitor and analyze data. Its offerings address diverse data sets that are referred to as big data and are specifically used for machine data. Machine data is produced by various software application and electronic devices in an organization and contains a definitive, time-stamped record of various activities, such as transactions, customer and user activities and security threats. Its products help users in various roles, including information technology (IT), security and business professionals, to analyze their machine data and achieve real-time visibility into and intelligence about their organization's operations. In addition, the Company offers user behavioral analytics to help detect, respond to and mitigate advanced, hidden and insider threats. The firm offers Splunk Enterprise, which is a machine data platform.",5800,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,2012-04-19,US8486371045,https://static.finnhub.io/logo/71ece046-80cc-11ea-87b1-00000000092a.png,32101.25,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Splunk Inc,14158488400,B424494,160.393964,CALIFORNIA,SPLK,https://www.splunk.com/
0,5775 Morehouse Dr,San Diego,US,USD,747525103,"QUALCOMM, Inc. engages in the development, design, and provision of digital telecommunications products and services. The company is headquartered in San Diego, California and currently employs 37,000 full-time employees. The firm is engaged in the development, launch and expansion of technologies like fifth-generation (5G). The firm operates through three segments: QCT (Qualcomm CDMA Technologies) segment, QTL (Qualcomm Technology Licensing) segment and QSI (Qualcomm Strategic Initiatives) segment. The company is specialized in offering third-generation (3G), fourth-generation (4G) wireless technologies and 5G wireless technologies. Its offered technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices and other connected devices. Its technologies and products are also used in industry segments and applications beyond mobile, including automotive, computing, Internet of Things (IoT) and networking.",37000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1991-12-01,US7475251036,https://static.finnhub.io/logo/28159d10-80e1-11ea-b725-00000000092a.png,130845.0,Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Qualcomm Inc,18585871121,2714923,1128.265865,CALIFORNIA,QCOM,https://www.qualcomm.com/
0,3500 Deer Creek Rd,Palo Alto,US,USD,88160R101,"Tesla, Inc. engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems. The company is headquartered in Palo Alto, California and currently employs 48,817 full-time employees. The firm operates through two segments: Automotive, and Energy generation and storage. The Automotive segment includes the design, development, manufacturing, and sales of electric vehicles. The Energy generation and storage segment includes the design, manufacture, installation, and sale or lease of stationary energy storage products and solar energy systems to residential and commercial customers, or sale of electricity generated by its solar energy systems to customers. The firm produces and distributes two fully electric vehicles, the Model S sedan and the Model X sport utility vehicle (SUV). The company also offers Model 3, a sedan designed for the mass market. The company develops energy storage products for use in homes, commercial facilities and utility sites.",48016,NASDAQ NMS - GLOBAL MARKET,Automobiles,Automobiles & Components,Automobiles,Consumer Discretionary,Automobile Manufacturers,2010-06-29,US88160R1014,https://static.finnhub.io/logo/2dd96524-80c9-11ea-aaac-00000000092a.png,389794.2,Motor Vehicle Manufacturing,Automobile Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Tesla Inc,16506815000,B616C79,931.80863,CALIFORNIA,TSLA,https://www.tesla.com/
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1601 Willow Rd,Menlo Park,US,USD,30303M102,"Facebook, Inc. operates as a social networking company worldwide. The company is headquartered in Menlo Park, California and currently employs 43,030 full-time employees. The firm's products include Facebook, Instagram, Messenger, WhatsApp and Oculus. Facebook enables people to connect, share, discover and communicate with each other on mobile devices and personal computers. Instagram enables people to take photos or videos, customize them with filter effects, and share them with friends and followers in a photo feed or send them directly to friends. Messenger allows communicating with people and businesses alike across a range of platforms and devices. WhatsApp Messenger is a messaging application that is used by people around the world and is available on a range of mobile platforms. Its Oculus virtual reality technology and content platform offers products that allow people to enter an interactive environment to play games, consume content and connect with others.",48268,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Interactive Media & Services,Communication Services,Interactive Media & Services,2012-05-18,US30303M1027,https://static.finnhub.io/logo/42c51bb8-80cc-11ea-adbd-00000000092a.png,805445.7,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,Facebook Inc,16506187714,B7TL820,2848.815818,CALIFORNIA,FB,https://www.facebook.com
0,105 Digital Dr,Novato,US,USD,09061G101,"BioMarin Pharmaceutical, Inc. is a biotechnology company, which engages in the development and commercialization of therapies for people with serious and life-threatening rare diseases and medical conditions. The company is headquartered in Novato, California and currently employs 2,849 full-time employees. The firm develops and commercializes pharmaceuticals for various diseases and medical conditions. As of December 31, 2016, the Company's therapy portfolio consisted of five products, and multiple clinical and pre-clinical product candidates. Its commercial products include Aldurazyme (laronidase) for Mucopolysaccharidosis I (MPS I), Firdapse (amifampridine phosphate) for Lambert Eaton Myasthenic Syndrome (LEMS), Kuvan (sapropterin dihydrochloride) for phenylketonuria (PKU), Naglazyme (galsulfase) for Mucopolysaccharidosis VI (MPS VI) and Vimizim (elosulfase alpha) for Mucopolysaccharidosis IV Type A (MPS IV A). The firm is conducting clinical trials on various product candidates for the treatment of various diseases. Its clinical product candidates include Brineura, pegvaliase, vosoritide, BMN 270 and BMN 250.",3001,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,2009-07-21,US09061G1013,https://static.finnhub.io/logo/bed52492-80df-11ea-aa30-00000000092a.png,13782.57,Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Biomarin Pharmaceutical Inc,14155066700,2437071,181.349597,CALIFORNIA,BMRN,http://www.bmrn.com/
0,700 ANDERSON HILL RD,Purchase,US,USD,713448108,"PepsiCo, Inc. engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks. The company is headquartered in Purchase, New York and currently employs 267,000 full-time employees. The firm's portfolio of brands includes Frito-Lay, Gatorade, Pepsi-Cola, Quaker and Tropicana. The firm operates through six segments: Frito-Lay North America (FLNA), Quaker Foods North America (QFNA), North America Beverages (NAB), Latin America, Europe Sub-Saharan Africa (ESSA), and Asia, Middle East and North Africa (AMENA). The FLNA segment includes its branded food and snack businesses in the United States and Canada. The QFNA segment includes its cereal, rice, pasta and other branded food businesses in the United States and Canada. The NAB segment includes its beverage businesses in the United States and Canada. The Latin America segment includes its beverage, food and snack businesses in Latin America. The ESSA segment includes its beverage, food and snack businesses in Europe and Sub-Saharan Africa. The AMENA segment includes its beverage, food and snack businesses in Asia, Middle East and North Africa.",116000,NASDAQ NMS - GLOBAL MARKET,Beverages,"Food, Beverage & Tobacco",Beverages,Consumer Staples,Soft Drinks,1919-12-18,US7134481081,,192131.7,Beverage Manufacturing,Soft Drink Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,PepsiCo Inc,19142532000,2681511,1384.632842,NEW YORK,PEP,https://www.pepsico.com/
0,851 W Cypress Creek Rd,Fort Lauderdale,US,USD,177376100,"Citrix Systems, Inc. engages in the design, development, and marketing of information technology solutions. The company is headquartered in Fort Lauderdale, Florida and currently employs 8,200 full-time employees. The firm's Enterprise and Service Provider products include Cloud Services solutions, and related license updates and maintenance, support and professional services. The firm's NetScaler nCore Technology is an architecture that enables execution of multiple packet engines in parallel. The firm's workspace services include Application Virtualization and virtual desktop infrastructure (VDI), Enterprise Mobility Management and Citrix Workspace Suite. The firm's NetScaler ADC is a software-defined application delivery controller (ADC) and load balancer. The firm's Cloud Services include ShareFile and Citrix Cloud. The company provides various ways for customers to receive upgrades, support and maintenance for products, which include Software Maintenance, Subscription Advantage, Technical Support Services and Hardware Maintenance.",8400,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,1995-12-01,US1773761002,https://static.finnhub.io/logo/ceb2199a-80df-11ea-af9f-00000000092a.png,16941.18,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Citrix Systems Inc,19542673000,2182553,123.531988,FLORIDA,CTXS,https://www.citrix.com/
0,209 Redwood Shores Pkwy,Redwood City,US,USD,285512109,"Electronic Arts, Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. The company is headquartered in Redwood City, California and currently employs 9,700 full-time employees. The firm's games and services are based on a portfolio of intellectual property that includes established brands, such as FIFA, Madden NFL, Star Wars, Battlefield, the Sims and Need for Speed. The firm markets and sells its games and services through retail channels and through digital distribution channels. The firm's PC games and additional content can be downloaded directly through its Origin online platform, as well as through third-party online download stores. Its mobile, tablet and PC free-to-download games and additional content are available through third-party application storefronts, such as the Apple Application Store and Google Play.",9800,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Entertainment,Communication Services,Interactive Home Entertainment,1989-01-09,US2855121099,https://static.finnhub.io/logo/556815ac-80e0-11ea-bb14-00000000092a.png,37581.13,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Electronic Arts Inc,16506281500,2310194,288.796815,CALIFORNIA,EA,https://www.ea.com/
0,2025 Hamilton Ave,San Jose,US,USD,278642103,"eBay, Inc. operates as a commerce company, which engages in the provision of investments and acquisitions to help enable commerce on platforms for buyers and sellers online or on mobile devices. The company is headquartered in San Jose, California and currently employs 14,000 full-time employees. The firm connects buyers and sellers around the world. Its platforms enable sellers around the world to organize and offer their inventory for sale, and buyers to find and purchase it. Its platforms are accessible through an online experience (desktop and laptop computers), from mobile devices (smartphones and tablets) and by application programming interface (API) (platform access for third-party software developers). The firm's Marketplace platforms include its online marketplace located at www.ebay.com, localized counterparts and the eBay mobile applications. The firm's StubHub platforms include its online ticket platform located at www.stubhub.com, the StubHub mobile applications and Ticketbis. The firm's Classifieds platforms include a collection of brands, such as Mobile.de, Kijiji, Gumtree, Marktplaats, eBay Kleinanzeigen and others.",13300,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,1998-09-23,US2786421030,https://static.finnhub.io/logo/919a6270-826a-11ea-abe9-00000000092a.png,36771.75,Electronic Shopping and Mail-Order Houses,Electronic Shopping,Retail Trade,Nonstore Retailers,eBay Inc,14083767400,2293819,699.881116,CALIFORNIA,EBAY,https://www.ebayinc.com/
0,400 Atlantic St,Stamford,US,USD,16119P108,"Charter Communications, Inc. engages in the provision of broadband communications services. The company is headquartered in Stamford, Connecticut and currently employs 98,000 full-time employees. The firm is a cable operator in the United States and a broadband communications services company. The firm operates in cable services segment. As of December 31, 2016, the Company was engaged in providing video, Internet and voice services to approximately 26.2 million residential and business customers. In addition, it sells video and online advertising inventory to local, regional and national advertising customers and fiber-delivered communications and managed information technology (IT) solutions to enterprise customers. The firm also owns and operates regional sports networks and local sports, news and lifestyle channels and sells security and home management services to the residential marketplace. The firm offers its customers subscription-based video services, including video on demand (VOD), high definition (HD) television, and digital video recorder (DVR) service), Internet services and voice services.",95100,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Media,Communication Services,Cable & Satellite,2009-12-02,US16119P1084,https://static.finnhub.io/logo/ac65393a-80c9-11ea-a42d-00000000092a.png,123763.2,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Information,Telecommunications,Charter Communications Inc,12039057800,BZ6VT82,204.899177,CONNECTICUT,CHTR,https://www.charter.com/
